Date Sampled,Address,1st Draw,2nd Draw,3rd Draw,4th Draw,5th Draw,6th Draw,7th Draw,8th Draw,9th Draw,10th Draw
9/21/2018,24XX S OAKLEY AVE,3.84,4.55,5.30,5.18,5.77,7.00,7.05,7.08,7.28,7.34
3/29/2023,34XX N DAMEN AVE,3.84,3.84,4.09,4.29,4.10,6.90,10.50,8.30,7.35,8.71
2/11/2020,57XX S NEW ENGLAND AVE,3.84,4.91,6.95,5.54,4.93,4.89,7.65,11.00,10.10,9.36
2/15/2022,59XX N RICHMOND ST,3.84,4.19,5.59,7.95,9.22,9.02,8.13,8.46,10.90,14.80
3/10/2020,60XX N SAINT LOUIS AVE,3.84,5.21,5.65,5.59,5.55,6.93,8.29,7.39,5.84,5.91
12/10/2019,60XX S MOBILE AVE,3.84,5.21,5.65,5.59,5.55,6.93,8.29,7.39,5.84,5.91
2/29/2024,13XX W 112TH PL,3.82,3.64,3.45,5.28,7.23,8.78,7.66,6.68,5.99,6.25
1/27/2020,62XX N LOUISE AVE,3.82,4.30,4.62,4.69,4.89,5.44,7.38,6.59,7.65,9.91
6/24/2021,52XX W WOLFRAM ST,3.81,4.22,4.60,4.66,5.04,5.46,12.60,14.10,13.10,11.30
10/7/2022,101XX S HOXIE AVE,3.80,4.30,5.10,8.80,17.00,8.70,9.00,9.90,8.30,4.50
11/16/2021,20XX N SHEFFIELD AVE,3.80,4.70,6.80,9.60,17.00,19.00,22.00,23.00,17.00,11.00
7/30/2021,21XX W 118TH ST,3.80,4.90,4.50,5.70,1.00,20.00,22.00,23.00,24.00,22.00
9/13/2021,32XX W 84TH PL,3.80,4.04,4.04,7.08,8.78,9.79,10.50,11.20,11.70,10.60
11/3/2022,35XX S PAULINA ST**,3.80,5.60,6.70,6.90,6.30,6.20,6.90,6.80,6.80,7.10
1/26/2022,35XX W PIERCE  AVE,3.80,5.10,5.20,5.90,6.80,7.60,7.20,9.70,17.00,19.00
10/18/2022,41XX N KOSTNER AVE,3.80,4.80,6.30,15.00,16.00,14.00,14.00,14.00,15.00,7.40
12/9/2021,5XX W ARLINGTON PL,3.80,3.60,3.80,5.50,6.50,7.30,7.10,6.50,6.00,5.40
10/20/2022,60XX W FLETCHER AVE,3.80,3.60,3.50,3.60,3.70,3.60,4.00,4.20,5.00,7.50
6/30/2017,8XX N CAMPBELL AVE,3.80,4.42,4.75,6.82,8.59,9.70,13.80,15.10,18.00,15.50
11/9/2018,50XX N AVERS AVE,3.79,3.75,3.91,3.89,4.09,4.22,4.28,4.14,4.18,4.61
10/28/2019,70XX N MASON ,3.79,2.71,2.77,4.17,3.30,4.31,7.15,24.70,31.60,28.70
11/30/2019,88XX S DAUPHIN AVE,3.79,4.86,5.66,7.59,8.52,10.40,11.30,10.50,10.30,10.70
12/19/2018,95XX S FOREST ,3.79,3.41,2.25,2.29,2.33,2.28,1.70,1.03,1.01,1.30
5/20/2019,24XX W COYLE ,3.78,4.22,5.44,6.16,8.06,10.60,13.60,14.40,13.50,12.10
1/25/2024,32XX W 62ND ST,3.78,8.23,2.80,1.32,1.31,0.50,0.50,0.50,0.50,0.50
3/10/2020,109XX S EWING AVE,3.77,3.18,3.43,3.33,3.16,3.12,3.05,3.04,2.85,3.13
11/9/2023,28XX W LELAND AVE,3.77,3.68,7.72,11.20,6.90,13.10,14.00,8.75,5.61,7.11
9/13/2019,81XX S HOUSTON AVE,3.77,3.30,3.56,3.96,4.17,4.53,6.44,7.62,9.05,10.00
2/11/2020,52XX S NEWCASTLE AVE,3.76,4.11,5.81,5.55,4.41,4.12,6.46,8.57,8.98,9.28
6/28/2019,17XX W 100TH PL,3.75,4.00,4.45,7.69,5.72,6.74,8.99,11.90,15.30,16.20
11/9/2019,19XX N WOLCOTT ,3.75,6.39,7.72,11.30,9.87,8.47,7.93,7.89,7.56,6.13
1/30/2020,33XX N KILPATRICK AVE,3.75,4.99,4.99,4.78,5.32,6.76,5.67,4.37,3.96,3.79
9/9/2021,39XX W CORNELIA AVE,3.75,6.90,10.10,9.51,8.08,6.43,5.92,7.47,6.71,3.47
12/12/2023,51XX W CRYSTAL ST,3.74,4.36,4.89,5.14,5.39,5.40,4.99,4.12,3.10,2.38
9/3/2019,54XX N NATOMA AVE,3.74,4.51,4.10,4.02,5.37,13.30,18.80,19.80,19.90,19.00
5/9/2019,98XX S GREENWOOD ,3.74,3.29,5.35,5.55,5.95,7.48,12.60,14.80,13.80,12.00
4/7/2018,44XX N MENARD AVE**,3.73,5.10,5.41,4.63,5.14,5.35,6.08,7.04,10.30,14.40
9/7/2021,79XX S CAMPBELL AVE,3.73,6.51,7.20,8.95,8.22,8.28,13.20,13.60,11.60,11.00
11/2/2023,19XX S AVERS AVE,3.72,3.86,3.47,4.11,4.03,13.30,12.00,11.70,10.50,8.11
6/10/2021,8XX W CASTLEWOOD TR,3.72,9.62,6.43,5.37,5.22,4.14,4.30,3.99,4.03,3.96
9/5/2019,2XX E 90TH PL,3.71,4.07,4.61,4.70,5.56,10.80,14.10,14.50,14.60,14.00
3/27/2024,33XX N NEVA AVE,3.71,8.68,15.70,13.80,3.07,1.01,0.50,0.50,0.50,0.50
11/17/2022,43XX N HERMITAGE AVE,3.71,4.52,1.74,4.38,9.41,12.90,13.90,13.10,12.40,10.30
7/18/2023,53XX N VIRGINIA AVE,3.71,4.83,5.39,5.42,5.75,6.27,6.49,7.59,7.62,7.29
10/28/2019,55XX W ARDMORE ,3.71,4.58,4.24,5.04,4.84,5.31,4.84,4.66,4.78,3.99
3/28/2023,59XX W ROSCOE ST,3.71,5.39,5.21,5.20,6.27,9.41,14.80,16.80,16.50,15.50
8/30/2016,61XX S ELLIS AVE**,3.71,4.36,4.54,5.15,6.06,6.32,6.26,6.06,5.70,7.24
6/13/2023,77XX W FOSTER AVE,3.71,5.40,5.20,6.52,16.70,18.90,25.60,23.10,17.50,17.20
11/13/2023,85XX S SEELEY AVE,3.71,12.20,10.40,26.50,402.00,308.00,118.00,64.80,54.00,53.80
7/16/2016,100XX S CALHOUN AVE,3.70,2.62,8.83,13.80,13.20,13.60,12.30,11.80,10.80,8.01
2/7/2022,14XX W CARMEN AVE,3.70,5.00,5.70,5.30,5.60,5.20,4.90,5.60,11.00,13.00
3/9/2022,22XX W WINNEMAC AVE,3.70,4.90,5.20,5.30,5.40,5.50,11.00,14.00,13.00,12.00
9/19/2022,23XX W DICKENS AVE,3.70,7.90,13.00,16.00,11.00,10.00,10.00,11.00,11.00,11.00
8/31/2022,33XX N LAKEWOOD AVE,3.70,4.60,4.90,6.60,6.60,6.40,7.00,12.00,13.00,15.00
11/28/2018,42XX S INDIANA AVE,3.70,4.39,4.47,4.48,4.40,4.36,4.43,4.52,4.60,4.42
9/18/2021,49XX N KILDARE AVE,3.70,9.80,11.00,12.00,12.00,13.00,14.00,13.00,12.00,12.00
7/20/2021,50XX S LAPORTE AVE,3.70,3.30,3.10,3.10,3.30,3.70,4.10,4.60,5.00,6.80
6/22/2021,66XX S MARYLAND AVE,3.70,4.20,4.90,5.30,5.10,6.00,24.00,14.00,12.00,11.00
6/7/2021,84XX S COLFAX AVE,3.70,4.10,3.60,4.00,5.20,5.00,6.50,7.00,7.60,8.70
2/6/2024,36XX N NEVA AVE,3.69,3.24,3.41,3.49,3.86,3.99,3.72,3.71,3.67,3.41
10/9/2019,54XX N SAYRE AVE,3.69,3.35,3.16,7.89,11.60,13.20,12.70,11.10,10.20,9.11
10/10/2023,57XX S WOOD ST,3.69,5.83,5.63,4.34,5.96,10.70,8.58,8.01,11.40,9.15
8/19/2016,61XX N OTTAWA AVE,3.69,6.85,7.18,7.54,6.85,6.76,6.95,7.01,6.94,6.94
8/4/2018,70XX N MCALPIN AVE,3.69,4.84,4.92,4.90,5.53,6.00,5.53,6.64,6.49,6.80
1/24/2024,87XX S MERRILL AVE,3.69,4.61,3.81,3.91,3.98,3.86,3.68,3.29,3.00,2.76
8/21/2018,25XX N SPAULDING AVE,3.68,2.92,3.01,3.41,3.20,3.19,3.15,3.42,3.43,3.42
1/15/2020,32XX N PLAINFIELD AVE,3.68,4.04,3.22,2.96,3.51,3.75,6.98,7.27,9.62,11.00
8/17/2019,33XX N NEVA ,3.68,4.40,6.21,7.14,8.25,15.00,18.90,18.80,21.80,22.40
4/6/2023,56XX N ROGERS AVE,3.68,3.66,3.62,3.73,3.74,3.76,9.87,15.30,14.50,15.40
11/2/2021,57XX S NAGLE AVE,3.68,4.56,4.20,3.52,4.59,4.64,5.09,7.32,8.60,9.15
5/26/2021,96XX S PERRY AVE,3.68,7.95,5.39,4.53,6.28,8.81,16.40,15.00,12.80,12.40
1/8/2020,101XX S DR MARTIN LUTHER KING JR DR,3.67,1.47,1.81,2.39,3.27,5.47,6.27,3.56,1.71,1.35
10/24/2019,105XX S EMERALD ,3.67,6.74,11.50,6.66,9.31,10.80,7.57,7.22,8.93,8.87
12/18/2018,20XX W CUYLER ,3.66,3.46,3.34,3.75,4.40,5.14,8.05,11.60,15.60,15.20
8/17/2023,23XX W 59TH ST,3.66,5.54,5.02,5.06,4.77,4.15,6.44,6.87,4.93,4.34
6/28/2019,29XX N TROY ,3.66,5.23,8.14,9.21,9.46,10.90,11.00,10.60,10.60,10.30
5/12/2016,3XX W 100TH PL***,3.66,4.71,4.34,4.26,5.75,5.78,8.67,14.80,16.80,
2/14/2022,59XX N MELVINA AVE,3.66,3.81,5.87,5.89,6.91,6.35,6.14,6.64,10.30,11.40
1/26/2024,26XX W THOMAS ST,3.65,4.44,4.20,4.01,4.06,4.11,3.68,2.75,2.34,2.20
10/24/2023,20XX N HALSTED ST,3.64,4.86,4.95,4.84,4.93,5.05,5.20,5.36,6.71,8.18
3/28/2023,12XX W EARLY AVE,3.63,4.11,3.76,3.53,5.27,10.10,11.30,10.70,12.10,13.00
10/11/2023,49XX N NEVA AVE,3.63,3.87,3.60,5.22,5.06,6.74,8.33,8.76,8.17,6.84
7/19/2018,61XX N AVERS AVE,3.63,2.71,3.00,3.68,2.81,1.92,3.24,4.85,5.17,5.68
3/25/2022,97XX S MUSKEGON AVE,3.63,4.09,4.33,4.25,8.45,15.10,12.80,10.70,9.88,9.49
6/28/2023,102XX S CHARLES ST,3.62,3.57,4.09,4.35,4.62,8.99,14.50,12.40,11.20,10.70
9/14/2023,49XX N CENTRAL PARK AVE,3.62,6.04,6.03,5.92,5.72,8.28,12.00,12.80,15.90,14.50
10/26/2023,56XX N KARLOV AVE,3.62,4.01,4.66,5.68,5.41,5.52,5.81,10.20,14.80,17.40
1/24/2024,63XX N KOLMAR AVE**,3.62,3.36,3.62,4.61,4.54,5.08,5.09,4.71,4.53,5.00
1/22/2020,65XX N WAUKESHA AVE,3.62,3.46,3.85,6.85,5.90,6.05,5.82,5.46,6.00,8.58
4/13/2019,111XX S AVENUE H ,3.61,4.35,3.79,3.24,4.64,4.16,3.57,3.83,5.73,7.61
6/7/2017,17XX N MELVINA AVE,3.61,4.53,4.61,4.88,5.01,5.23,5.16,4.92,4.71,4.56
10/23/2020,59XX W WALTON ST,3.61,4.10,4.30,4.20,12.70,18.10,18.50,28.70,25.20,19.80
7/31/2023,83XX S ELIZABETH ST,3.61,4.94,4.17,4.55,6.02,7.65,7.90,7.92,8.46,8.66
8/2/2022,100XX S AVENUE M ,3.60,2.80,2.90,3.30,3.40,4.00,4.70,5.10,5.10,4.30
8/30/2019,115XX S EWING AVE,3.60,3.73,4.56,5.06,6.64,7.98,12.50,13.00,13.60,14.40
10/29/2021,28XX W BALMORAL AVE,3.60,4.50,3.70,4.90,6.20,6.00,5.00,9.50,9.80,9.20
5/23/2022,31XX W JEROME AVE,3.60,4.80,3.90,4.00,4.60,5.60,9.30,16.00,14.00,12.00
9/15/2022,32XX S UNION AVE,3.60,2.70,2.60,2.90,3.10,4.60,9.10,14.00,11.00,10.00
11/8/2022,39XX N PARIS AVE,3.60,3.70,4.10,3.80,3.70,3.70,6.40,12.00,14.00,15.00
9/10/2019,45XX N MEADE AVE,3.60,3.73,3.70,3.69,3.95,4.05,4.27,4.11,4.13,4.18
6/21/2021,45XX S LACROSSE AVE**,3.60,5.60,4.50,3.70,3.60,4.60,5.80,6.10,6.20,6.50
6/22/2021,49XX S LAPORTE AVE,3.60,5.10,4.70,5.50,6.90,7.60,9.40,9.00,9.40,11.00
12/15/2021,57XX W WAVELAND AVE,3.60,4.10,4.20,5.30,4.90,4.70,4.80,4.70,6.60,12.00
8/23/2022,77XX S SAWYER AVE,3.60,4.10,7.00,13.00,14.00,12.00,11.00,11.00,12.00,13.00
10/14/2022,79XX S MICHIGAN AVE,3.60,3.00,3.00,3.10,3.50,4.90,6.60,6.80,7.60,7.00
7/30/2019,55XX S KIMBARK ,3.59,3.45,3.38,3.47,3.49,3.20,3.55,3.86,4.55,5.18
3/28/2022,22XX N ROCKWELL AVE,3.58,5.18,5.85,5.48,5.00,5.06,8.30,13.40,14.40,14.30
8/9/2021,51XX N NORMANDY AVE,3.58,6.75,8.31,6.86,6.68,6.93,9.90,13.10,13.00,12.90
9/2/2017,52XX N LEAMINGTON AVE,3.58,9.02,11.70,13.00,13.50,13.70,,,,
12/21/2019,55XX N CHRISTIANA AVE,3.58,5.64,14.50,19.00,11.20,13.20,10.40,10.10,9.97,9.69
2/5/2024,76XX S JEFFERY ST,3.58,3.32,3.28,3.25,3.12,3.12,3.10,3.07,3.19,3.14
1/25/2024,31XX W 84TH PL,3.57,2.39,1.54,1.22,1.19,1.10,1.12,1.10,1.09,1.08
6/18/2016,68XX S CONSTANCE AVE,3.57,5.17,7.57,8.16,9.05,10.20,10.50,11.40,12.40,13.40
5/17/2021,68XX S CONSTANCE AVE**,3.57,4.72,7.39,7.86,6.10,8.71,7.74,7.97,6.30,6.35
8/10/2023,91XX S HOYNE AVE,3.57,2.81,5.79,8.10,9.29,11.10,6.67,5.40,6.11,5.24
3/3/2020,14XX W RASCHER AVE,3.56,5.28,6.15,6.31,6.75,12.70,23.40,29.30,30.50,26.10
7/21/2021,56XX N ROCKWELL AVE,3.56,3.71,4.18,5.01,6.52,6.94,7.95,7.65,7.57,7.14
4/19/2022,111XX S TALMAN AVE,3.55,3.13,3.67,6.63,10.20,16.60,16.20,14.90,14.90,14.60
10/27/2019,32XX W 112TH PL,3.55,5.99,5.19,5.35,5.61,5.55,5.54,6.84,14.70,19.80
3/9/2023,84XX S DORCHESTER AVE,3.55,2.76,2.38,2.31,2.58,2.89,3.65,4.69,4.86,4.59
7/26/2021,62XX N LEONA AVE,3.54,2.10,6.18,23.20,12.90,8.63,7.93,7.29,7.43,7.50
10/5/2023,92XX S CONSTANCE AVE,3.54,3.22,5.32,6.59,5.08,5.28,4.91,5.74,5.39,5.92
3/13/2023,11XX W SCHUBERT AVE,3.53,2.16,1.38,1.63,2.01,1.66,1.74,1.77,1.56,1.90
7/31/2018,48XX S LANGLEY AVE,3.52,3.93,6.63,9.94,11.20,11.90,12.40,11.80,11.40,11.30
3/1/2023,53XX W WARWICK AVE,3.52,4.60,4.66,4.24,4.62,5.10,7.05,9.75,15.10,18.00
11/22/2023,29XX W DIVERSEY AVE,3.51,7.31,23.00,19.20,19.90,21.80,19.40,18.30,19.80,10.60
7/31/2019,54XX W WILSON ,3.51,4.46,5.40,6.38,6.40,6.46,6.80,8.54,9.31,11.60
8/23/2021,15XX W WELLINGTON AVE,3.50,3.30,3.88,3.81,3.80,3.35,4.07,3.99,6.21,15.90
9/22/2018,17XX W SCHOOL ST,3.50,4.38,5.89,5.52,4.84,4.18,4.26,3.68,3.44,3.25
5/26/2022,18XX N MULLIGAN AVE,3.50,3.50,4.10,4.30,4.70,5.10,7.40,12.00,13.00,14.00
7/13/2021,23XX W 110TH ST,3.50,3.60,3.10,3.10,2.90,3.20,3.60,3.60,3.60,3.60
1/21/2022,28XX N RICHMOND ST,3.50,3.80,3.80,4.80,4.20,3.80,34.00,2.70,2.10,1.50
2/7/2022,45XX S LACROSSE AVE**,3.50,4.00,3.70,3.40,3.40,3.40,5.60,11.00,11.00,11.00
11/6/2019,49XX W CARMEN ,3.50,5.12,4.23,7.47,7.24,4.76,5.59,10.00,12.30,17.60
11/2/2019,57XX N FRANCISCO ,3.50,3.82,3.65,3.86,7.10,14.40,15.70,18.20,16.40,14.80
10/25/2022,76XX W CLARENCE AVE,3.50,6.10,4.60,5.20,6.80,5.90,7.20,8.20,7.80,7.50
10/14/2016,89XX S OAKLEY AVE,3.50,3.48,3.28,4.62,10.70,10.70,9.61,9.68,9.96,9.64
3/27/2023,95XX S GREENWOOD AVE,3.50,3.64,4.29,5.06,7.69,7.20,7.82,7.90,7.45,7.34
7/25/2016,103XX S VERNON AVE,3.49,3.30,3.32,5.70,3.90,4.56,5.30,5.50,7.27,7.67
1/28/2019,28XX N WHIPPLE ,3.49,4.48,5.71,5.09,4.78,4.75,15.00,5.98,18.50,17.60
12/28/2023,40XX W ADDISON ST,3.49,3.80,3.60,3.37,3.37,3.54,3.19,5.88,14.20,15.10
8/28/2023,8XX W WOLFRAM ST,3.49,3.85,3.78,4.16,4.72,5.08,5.59,5.13,5.07,5.89
2/10/2023,41XX N LEAVITT ST,3.48,3.77,4.06,4.31,3.97,3.75,3.50,3.36,3.32,3.02
8/14/2018,65XX S DREXEL AVE,3.48,4.09,4.06,5.23,5.56,4.93,4.61,4.68,4.72,4.40
2/16/2023,71XX N OVERHILL AVE,3.48,4.76,11.40,14.30,14.40,11.70,10.40,7.05,6.22,5.73
9/26/2019,78XX S CARPENTER ST,3.48,1.59,1.15,1.07,1.22,1.67,1.90,1.43,1.40,1.35
11/29/2023,78XX S HAMILTON AVE,3.48,5.54,5.65,5.40,5.51,6.16,8.24,10.20,12.20,11.90
1/22/2020,83XX S CALUMET AVE,3.48,3.83,3.65,3.51,3.18,3.18,6.65,10.20,9.92,9.22
3/29/2021,94XX S UNION AVE,3.48,7.74,6.84,6.22,8.32,7.20,6.10,5.36,3.42,1.72
10/16/2019,101XX S EBERHART ,3.47,8.82,6.46,4.58,4.40,4.50,7.00,13.80,14.10,12.50
8/21/2023,20XX N HALSTED AVE,3.47,5.99,7.65,9.44,8.79,9.81,9.67,11.80,13.20,14.40
7/29/2021,60XX N ROCKWELL ST,3.47,3.52,3.42,3.54,3.94,5.29,7.07,5.69,21.90,30.40
4/12/2022,64XX N OXFORD AV,3.47,3.98,3.61,4.50,4.92,11.10,20.00,16.20,12.90,11.40
5/28/2019,33XX N ODELL ,3.46,4.36,4.57,4.67,4.82,4.93,5.00,5.04,4.48,4.12
1/14/2017,35XX W PIERCE AVE,3.46,3.26,3.25,3.92,3.95,3.34,3.17,2.97,2.18,2.00
7/14/2023,45XX N DOVER ST,3.46,3.63,3.79,6.05,6.16,6.33,6.36,6.34,6.60,6.71
10/20/2021,50XX N AVERS AVE,3.46,4.47,5.10,5.20,5.61,6.13,10.40,12.00,10.40,7.25
8/19/2021,92XX S PRAIRIE AVE,3.46,2.76,2.15,2.03,2.10,5.87,12.00,10.90,10.40,10.10
4/4/2018,25XX W 80TH PL***,3.45,7.18,7.84,7.22,6.93,7.31,10.00,9.46,9.08,8.83
2/3/2020,57XX W HURON ST,3.45,5.13,5.04,4.94,4.96,4.77,4.81,4.97,4.60,4.14
11/19/2019,101XX S PERRY ,3.44,2.56,5.76,6.47,6.95,6.75,8.57,14.40,15.20,15.60
11/27/2023,105XX S MILLARD AVE,3.44,3.12,3.02,3.13,3.14,3.30,3.13,3.35,3.42,3.22
2/19/2020,53XX S RUTHERFORD AVE,3.44,4.89,5.47,5.79,5.74,5.99,5.83,5.51,8.08,13.60
5/18/2021,68XX S HARPER AVE,3.44,4.67,6.70,7.57,7.70,18.10,21.10,18.20,18.60,19.50
1/9/2017,121XX S STEWART AVE,3.43,4.28,3.49,3.32,2.60,2.20,,,,
1/27/2020,16XX W TOUHY AVE,3.43,12.00,11.50,12.60,11.40,9.10,4.29,1.99,1.49,1.26
11/15/2022,50XX N MOZART AVE**,3.43,3.50,3.63,4.54,4.89,8.12,12.70,14.80,15.20,14.80
3/2/2022,108XX S HAMLIN AVE,3.42,3.98,7.03,6.60,6.12,5.22,4.56,4.37,4.42,4.26
11/10/2021,35XX W 72ND ST**,3.42,3.10,4.41,4.81,4.14,3.29,3.35,4.74,5.34,5.05
3/2/2023,39XX N KENNETH AVE,3.42,3.21,3.69,4.16,4.02,3.99,3.92,4.89,9.71,9.65
5/25/2019,50XX W FLETCHER ,3.42,7.87,6.76,10.10,12.20,13.10,13.00,11.90,10.00,9.67
9/28/2021,60XX N MASON AVE,3.42,4.19,6.44,5.90,21.20,29.80,22.90,21.30,18.50,17.80
10/23/2018,60XX S MONITOR AVE,3.42,3.72,4.17,4.30,4.14,4.06,4.26,6.57,12.90,18.80
2/10/2020,27XX N SEMINARY AVE,3.41,3.69,3.94,4.04,4.76,4.99,4.85,4.22,3.78,5.55
2/10/2022,75XX W HOWARD ST,3.41,4.00,4.67,4.39,5.06,5.26,9.59,14.30,14.60,14.50
11/4/2022,107XX S CAMPBELL AVE,3.40,3.60,3.30,5.00,7.00,9.80,11.00,11.00,9.90,9.60
9/8/2022,116XX S THROOP ST,3.40,4.60,3.40,3.00,3.10,6.60,7.10,5.60,5.00,5.70
8/2/2021,48XX S KEELER AVE,3.40,3.50,3.80,3.80,6.70,6.40,7.00,6.90,5.70,5.80
9/9/2022,50XX N MOZART AVE**,3.40,3.40,3.80,4.80,5.20,5.50,5.60,6.70,7.50,8.90
7/12/2022,59XX W BERENICE AVE,3.40,3.50,3.20,3.20,5.00,9.00,8.00,7.20,8.10,8.60
12/17/2019,77XX W HOOD AVE,3.40,5.19,9.23,9.96,11.90,13.00,13.50,13.90,14.10,13.30
6/30/2021,87XX S KENWOOD AVE,3.40,4.82,4.76,6.40,11.90,19.20,16.60,13.40,11.30,11.00
1/6/2018,61XX N KARLOV AVE,3.39,4.79,5.79,5.42,6.60,3.01,2.78,1.16,2.76,2.45
3/4/2020,65XX N CALDWELL AVE,3.39,3.89,3.69,3.45,3.55,3.90,5.01,8.23,7.85,6.68
4/10/2024,96XX S PARNELL AVE,3.38,4.76,7.15,8.39,8.27,7.75,7.59,7.18,7.02,6.61
9/29/2020,9XX W MONTANA ST,3.37,2.56,1.94,1.80,2.02,2.49,2.58,2.94,2.68,3.02
12/18/2017,57XX N KOSTNER AVE,3.36,4.17,6.33,7.43,0.50,5.20,5.04,5.82,12.40,18.30
10/22/2019,81XX S EVANS ,3.36,1.85,2.25,2.02,1.75,2.15,1.97,1.71,2.05,2.01
11/14/2022,87XX S JEFFERY BLVD,3.36,4.54,6.87,13.60,14.30,14.40,15.60,19.00,18.50,19.20
6/1/2023,93XX S KINGSTON AVE,3.36,4.52,4.36,3.99,4.82,7.35,13.30,12.40,11.30,11.20
1/24/2024,50XX N NEWLAND AVE,3.35,3.35,2.96,2.57,0.50,0.50,1.74,1.91,1.83,2.39
2/5/2020,51XX W PARKER AVE,3.35,4.50,4.81,4.80,5.28,5.50,5.35,4.72,4.28,3.86
8/30/2023,62XX N LOWELL AVE,3.35,2.91,2.79,3.29,3.14,3.48,9.40,13.30,13.80,13.80
6/14/2019,130XX S MUSKEGON ,3.34,2.51,2.70,2.99,3.52,4.14,4.74,5.06,5.20,5.84
3/21/2019,28XX N MONITOR ,3.34,4.21,3.69,5.42,6.31,7.70,12.30,13.20,11.80,11.30
2/24/2020,64XX S KEATING AVE,3.34,4.60,5.45,5.23,4.97,5.88,7.62,7.00,6.73,9.59
10/14/2017,66XX N ASHLAND AVE**,3.33,4.39,4.21,4.69,4.77,4.97,5.03,5.12,5.78,6.62
3/1/2024,18XX N MOBILE AVE,3.32,3.76,4.07,4.34,4.15,4.41,5.52,8.07,9.20,8.02
4/6/2022,27XX W LUNT AVE,3.32,4.56,6.08,11.60,7.45,5.82,5.79,5.96,7.65,8.10
12/13/2019,52XX S RUTHERFORD AVE,3.31,2.55,2.41,2.04,2.69,5.33,6.72,7.02,7.39,8.02
11/18/2019,54XX S INGLESIDE ,3.31,4.68,4.32,4.46,6.89,5.94,9.68,7.92,6.95,6.69
4/21/2023,73XX S MOZART ST,3.31,3.13,3.25,4.02,4.07,4.32,4.22,4.27,4.45,4.04
9/6/2019,80XX S MERRILL AVE,3.31,4.70,4.52,7.16,4.38,7.26,8.05,7.97,7.66,7.03
2/22/2022,127XX S SAGINAW AVE,3.30,2.90,3.70,6.20,4.60,3.90,3.70,3.90,4.30,3.70
6/24/2022,18XX N MOHAWK ST**,3.30,3.60,4.30,5.10,6.20,17.00,31.00,36.00,42.00,46.00
2/27/2020,21XX E 96TH ST,3.30,4.24,4.35,5.91,14.00,16.00,16.40,16.80,14.60,10.70
6/4/2021,26XX W 24TH PL,3.30,3.60,8.40,12.00,11.00,11.00,9.40,5.70,5.20,6.10
2/3/2022,29XX N KILDARE AVE,3.30,7.70,8.80,9.10,9.10,6.40,4.80,4.50,5.10,5.20
10/6/2022,31XX S LOWE AVE,3.30,3.70,4.40,4.60,4.80,5.20,5.40,7.30,6.80,6.00
8/26/2022,36XX W 115TH ST,3.30,3.20,2.70,3.00,3.00,3.80,3.00,3.20,5.40,8.30
5/17/2021,38XX W GRENSHAW ST,3.30,5.60,5.80,5.80,5.70,5.20,4.70,5.40,4.50,3.90
6/6/2022,50XX N NORDICA AVE,3.30,3.90,6.00,5.00,6.10,11.00,13.00,15.00,17.00,15.00
5/24/2022,64XX N OGALLAH AVE,3.30,5.30,11.00,15.00,20.00,22.00,23.00,26.00,23.00,20.00
12/15/2022,68XX W ARMITAGE AVE,3.30,3.40,4.20,5.30,4.70,5.00,6.80,7.20,7.30,9.40
7/27/2021,70XX N GREENVIEW AVE,3.30,4.00,4.10,4.20,11.00,12.00,8.80,8.50,8.50,9.40
3/3/2020,59XX W EDDY ST,3.29,7.39,9.00,5.95,8.52,12.00,10.90,7.25,4.97,8.20
3/1/2019,22XX N NEVA AVE,3.28,4.09,3.26,3.32,4.68,6.24,4.14,4.67,5.74,7.20
6/4/2021,34XX S PAULINA ST,3.28,5.60,6.22,9.16,9.62,9.08,8.42,8.51,7.54,7.41
3/7/2019,33XX N RIDGEWAY AVE,3.26,4.24,5.28,5.10,4.95,4.73,13.10,14.80,10.80,8.91
1/9/2019,61XX W DAKIN ST**,3.26,3.49,3.44,3.80,3.82,4.84,4.79,4.29,3.75,3.03
5/14/2024,113XX S NORMAL AVE,3.25,3.25,3.23,4.20,3.73,5.13,8.06,5.81,9.28,9.34
1/23/2024,52XX W ADDISON ST,3.24,4.30,4.42,4.49,5.44,4.36,4.52,4.50,4.80,4.72
3/12/2024,55XX S MERRIMAC AVE,3.24,3.03,3.08,3.42,3.69,4.54,6.76,8.92,9.07,8.74
8/17/2018,62XX N KEDVALE AVE,3.24,3.73,4.65,5.55,5.45,5.68,5.97,6.28,6.34,6.34
10/30/2023,71XX W BERWYN AVE,3.24,4.39,4.46,4.29,4.21,9.80,14.50,14.40,13.80,13.90
6/2/2021,89XX S DORCHESTER AVE,3.24,6.30,5.36,4.61,4.81,4.71,7.47,14.60,16.30,16.00
4/8/2022,91XX S LEAVITT AVE,3.24,3.37,4.48,3.90,3.42,3.12,3.06,2.84,2.64,2.36
11/1/2021,104XX S SPRINGFIELD AVE,3.23,3.55,5.96,7.79,8.29,10.70,19.30,19.70,17.80,17.00
6/4/2021,28XX W 38TH ST,3.23,3.33,3.84,4.20,4.15,3.72,3.71,3.56,3.19,3.16
5/25/2018,68XX N WAUKESHA AVE,3.23,5.01,6.61,10.10,11.90,10.50,10.20,9.84,9.46,10.00
11/5/2019,10XX N CENTRAL PARK AVE,3.22,1.54,1.44,1.55,1.59,1.55,1.37,1.32,1.19,1.08
